Reading No,Reading Type,Duration,Main,Low,High,Light,Time,User,Sigma Value,Units,Batch,Heat,Lot,Note,Sample,Mode,Ag,Ag 2-Sigma/LOD,Ag CPS/uA,As,As 2-Sigma/LOD,As CPS/uA,Au,Au 2-Sigma/LOD,Au CPS/uA,Bal,Bal 2-Sigma/LOD,Bi,Bi 2-Sigma/LOD,Bi CPS/uA,Cd,Cd 2-Sigma/LOD,Cd CPS/uA,Co,Co 2-Sigma/LOD,Co CPS/uA,Cr,Cr 2-Sigma/LOD,Cr CPS/uA,Cu,Cu 2-Sigma/LOD,Cu CPS/uA,Fe,Fe 2-Sigma/LOD,Fe CPS/uA,Hf,Hf 2-Sigma/LOD,Hf CPS/uA,Hg,Hg 2-Sigma/LOD,Hg CPS/uA,Mn,Mn 2-Sigma/LOD,Mn CPS/uA,Mo,Mo 2-Sigma/LOD,Mo CPS/uA,Nb,Nb 2-Sigma/LOD,Nb CPS/uA,Ni,Ni 2-Sigma/LOD,Ni CPS/uA,Pb,Pb 2-Sigma/LOD,Pb CPS/uA,Pd,Pd 2-Sigma/LOD,Pd CPS/uA,Rb,Rb 2-Sigma/LOD,Rb CPS/uA,Re,Re 2-Sigma/LOD,Re CPS/uA,Sb,Sb 2-Sigma/LOD,Sb CPS/uA,Se,Se 2-Sigma/LOD,Se CPS/uA,Sn,Sn 2-Sigma/LOD,Sn CPS/uA,Sr,Sr 2-Sigma/LOD,Sr CPS/uA,Ta,Ta 2-Sigma/LOD,Ta CPS/uA,Th,Th 2-Sigma/LOD,Th CPS/uA,Ti,Ti 2-Sigma/LOD,Ti CPS/uA,U,U 2-Sigma/LOD,U CPS/uA,V,V 2-Sigma/LOD,V CPS/uA,W,W 2-Sigma/LOD,W CPS/uA,Y,Y 2-Sigma/LOD,Y CPS/uA,Zn,Zn 2-Sigma/LOD,Zn CPS/uA,Zr,Zr 2-Sigma/LOD,Zr CPS/uA,Ba,Ba 2-Sigma/LOD,Ba CPS/uA,Ca,Ca 2-Sigma/LOD,Ca CPS/uA,Cs,Cs 2-Sigma/LOD,Cs CPS/uA,K,K 2-Sigma/LOD,K CPS/uA,S,S 2-Sigma/LOD,S CPS/uA,Sc,Sc 2-Sigma/LOD,Sc CPS/uA,Te,Te 2-Sigma/LOD,Te CPS/uA,Satellites,Altitude,Latitude,Longitude,Grid,Easting,Northing,
1520,Soils,91.78,31.66,30.06,30.06,,"Mon May 4, 2026 - 13:55:20",User,1.5,ppm,,,,,,Soils,<LOD,1.5341,0.7304,10.6873 , 1.2339,0.7436,<LOD,5.7729,0.3684,<LOD,0.0000,,,,<LOD,2.4927,1.4670,113.7603 , 33.7565,11.1800,93.3793 , 4.9429,3.6435,42.1597 , 3.5565,0.6107,33092.1523 , 93.9589,68.4064,,,,197.5598 , 7.9254,2.5888,2606.5647 , 40.9601,4.1596,<LOD,1.0613,5.4232,,,,20.3196 , 7.2928,0.6974,19.9425 , 1.2697,0.4555,<LOD,1.4345,0.5754,53.8554 , 1.4348,3.2079,,,,22.6981 , 3.3064,5.0540,<LOD,0.5023,0.2432,<LOD,4.4132,3.5047,53.8576 , 0.9823,4.0741,,,,5.2230 , 1.3200,0.4279,5100.3750 , 30.1613,16.3992,5.5810 , 2.0145,0.9204,108.4944 , 7.9132,3.0954,<LOD,0.0000,0.3119,,,,183.7807 , 3.0064,1.7786,116.7990 , 2.0586,11.7543,384.2566 , 12.5973,19.1616,6802.0679 , 95.7606,7.1103,16.3595 , 10.1985,24.7872,10927.6660 , 119.8087,7.1176,1344.8763 , 97.7347,0.2579,<LOD,16.7779,1.8011,<LOD,7.5473,7.5681,7,424.299988,39.000725,-122.662857,10.000000,529193.437500,4316911.000000,
1521,Soils,90.56,30.31,30.11,30.14,,"Mon May 4, 2026 - 13:58:48",User,1.5,ppm,,,,,,Soils,<LOD,1.5990,0.7481,9.6481 , 1.8911,2.0116,<LOD,28.3935,4.6833,<LOD,0.0000,,,,<LOD,2.5939,1.4906,<LOD,28.9140,3.4190,37.8268 , 3.5030,2.2343,7.3964 , 2.7695,0.4347,9927.6631 , 56.7426,20.9340,,,,3850.6243 , 30.5672,48.9822,440.3697 , 21.5599,1.0852,<LOD,1.3286,5.6964,,,,<LOD,6.6787,0.3027,50.7143 , 1.9922,1.1536,<LOD,1.4736,0.5725,18.4773 , 2.0553,2.1264,,,,45.2769 , 3.5265,5.5374,<LOD,1.2148,1.1859,5.0679 , 2.7603,3.6427,148.0991 , 1.8654,14.8710,,,,<LOD,4.7361,0.5823,9838.9385 , 31.5915,29.4994,<LOD,12.8335,8.7357,94.4762 , 8.1270,4.4451,<LOD,7.7988,0.2501,,,,8.7621 , 2.9487,1.9403,143.0012 , 2.4105,15.1682,794.6520 , 14.0184,24.6306,567.3275 , 35.6482,1.0486,33.5657 , 10.7920,25.6935,5294.0869 , 75.4099,3.5033,15197.5645 , 186.8362,1.3061,<LOD,6.3704,0.3752,<LOD,7.9004,7.6115,6,429.100006,39.000782,-122.663033,10.000000,529178.375000,4316917.500000,
1522,Soils,92.66,32.47,30.06,30.13,,"Mon May 4, 2026 - 14:01:16",User,1.5,ppm,,,,,,Soils,<LOD,251.0747,0.7633,<LOD,137.0969,0.5506,1755.6191 , 562.9131,1.3353,<LOD,0.0000,,,,<LOD,411.6723,1.5021,2550.2407 , 563.3943,1.0517,2099.9177 , 196.0063,2.1767,1510.2150 , 125.0643,0.2043,157959.8594 , 1424.2626,5.8576,,,,87990.7500 , 1317.0135,12.9672,22505.1406 , 909.0032,0.8155,10500.7588 , 108.1081,6.0756,,,,2298.6143 , 214.7692,0.2003,1835.0498 , 104.0155,0.3221,<LOD,228.8112,0.5922,624.0393 , 105.2466,0.5565,,,,5347.2847 , 511.6876,5.5362,<LOD,54.4025,0.3341,721.9318 , 397.8811,3.6796,4318.4673 , 99.6429,3.7374,,,,<LOD,208.7144,0.1532,254353.3750 , 1825.6521,30.3366,<LOD,563.8507,2.2463,1906.1732 , 320.0353,4.5909,1394.1499 , 239.1076,0.1087,,,,549.7251 , 109.5330,0.5856,5071.8833 , 150.8994,3.6702,121454.2266 , 2743.6311,24.7071,17473.2148 , 1073.2117,1.1281,4800.8188 , 1961.1677,25.5572,134197.5625 , 1691.0828,3.7027,120522.8906 , 2008.3340,1.4242,<LOD,236.3982,0.4026,<LOD,1538.8779,7.8225,7,438.299988,39.000710,-122.662971,10.000000,529183.625000,4316909.500000,
1523,Soils,92.03,31.76,30.12,30.15,,"Mon May 4, 2026 - 14:04:25",User,1.5,ppm,,,,,,Soils,<LOD,1.5013,0.7810,6.6165 , 1.9092,2.0939,13.5325 , 12.9247,4.8598,<LOD,0.0000,,,,<LOD,2.4633,1.6057,<LOD,28.8770,3.5472,41.2389 , 3.7496,2.7831,7.8145 , 2.8090,0.4665,9734.2178 , 57.2483,22.3108,,,,3711.9341 , 30.4689,50.2601,1900.8906 , 36.3035,3.3022,<LOD,1.3275,6.0094,,,,<LOD,6.9094,0.3431,56.9604 , 2.0632,1.2985,<LOD,1.6864,0.6352,16.4022 , 2.0522,2.2346,,,,47.6939 , 3.3241,5.8544,<LOD,1.2184,1.2578,5.1182 , 2.5899,3.7927,149.6740 , 1.8751,15.7587,,,,2.8559 , 1.9245,0.6239,9174.2500 , 31.1433,29.6854,10.8790 , 6.2646,9.1244,87.7851 , 7.9680,4.5613,<LOD,7.8940,0.2674,,,,38.0278 , 3.1095,2.2580,125.1413 , 2.3192,14.6969,693.8293 , 12.9837,24.4818,3203.6157 , 58.3007,3.6907,21.5672 , 10.0861,26.3531,5465.7695 , 75.8115,3.8571,15843.0830 , 189.6954,1.4663,<LOD,10.0828,1.0008,<LOD,7.4156,8.0042,6,439.000000,39.000717,-122.662979,10.000000,529183.187500,4316910.000000,
1524,Soils,90.26,30.02,30.10,30.14,,"Mon May 4, 2026 - 14:07:29",User,1.5,ppm,,,,,,Soils,<LOD,1.5938,0.7525,19.5098 , 1.5071,1.1020,<LOD,10.2469,1.0571,<LOD,0.0000,,,,<LOD,2.5430,1.4429,89.8432 , 36.1877,12.3252,56.4099 , 4.1128,2.9528,36.1589 , 3.5458,0.5712,36051.0938 , 100.8801,76.0952,,,,952.2377 , 17.0853,11.4938,2150.3914 , 39.0354,3.6081,<LOD,1.1737,5.4799,,,,<LOD,10.0662,0.4912,19.5907 , 1.4310,0.5246,<LOD,1.4884,0.5917,58.7791 , 1.7583,3.5721,,,,63.6142 , 3.5607,5.9040,<LOD,0.8737,0.4298,6.3277 , 2.7352,3.6380,48.9789 , 1.1148,4.6908,,,,6.2758 , 1.5463,0.4790,3561.3977 , 24.3001,11.8402,6.5510 , 3.5043,2.4292,98.7458 , 6.4777,2.4305,<LOD,0.0000,0.2632,,,,84.9642 , 2.6905,1.3275,105.8076 , 2.0928,10.8200,608.0770 , 13.4166,22.0408,6336.7095 , 85.7556,6.7199,40.8344 , 10.5942,25.7051,8484.7930 , 100.2384,5.6762,1317.2135 , 89.2135,0.2493,<LOD,15.0340,1.7055,<LOD,7.7885,7.6161,7,439.200012,39.000721,-122.662971,10.000000,529183.312500,4316910.500000,
1525,Soils,90.35,30.04,30.19,30.12,,"Mon May 4, 2026 - 14:10:23",User,1.5,ppm,,,,,,Soils,<LOD,1.6018,0.7525,20.6072 , 1.4779,1.1123,<LOD,10.0949,1.0681,<LOD,0.0000,,,,<LOD,2.5771,1.4742,<LOD,86.5091,12.3839,56.5238 , 4.1888,2.9684,39.3742 , 3.5358,0.5911,36538.3398 , 99.7561,77.5011,,,,941.8326 , 16.7012,11.4118,2223.8420 , 38.8695,3.7323,<LOD,1.1381,5.3470,,,,<LOD,9.6916,0.4651,18.2027 , 1.3821,0.5085,<LOD,1.4768,0.5750,59.6541 , 1.7273,3.6109,,,,53.4655 , 3.5473,5.7236,<LOD,0.7439,0.4284,<LOD,6.0408,3.5841,49.8010 , 1.0992,4.7432,,,,5.8812 , 1.5168,0.4749,3684.5562 , 25.0412,12.2858,5.1155 , 3.4131,2.3937,96.4306 , 6.6450,2.4794,<LOD,0.0000,0.2589,,,,94.4059 , 2.7094,1.4007,102.1828 , 2.0298,10.5743,587.8015 , 13.4738,21.9011,6812.8311 , 90.1007,7.2299,31.5542 , 10.6506,25.5464,9112.1943 , 105.0480,6.1068,1864.1216 , 98.6475,0.2983,<LOD,15.7911,1.8021,<LOD,7.8464,7.6666,6,439.600006,39.000721,-122.662971,10.000000,529183.875000,4316910.500000,
1526,Soils,92.05,31.68,30.29,30.08,,"Mon May 4, 2026 - 14:16:05",User,1.5,ppm,,,,,,Soils,<LOD,1.4783,0.8028,9.9987 , 1.0535,0.6145,<LOD,5.2794,0.3301,<LOD,0.0000,,,,<LOD,2.4136,1.6228,<LOD,46.8652,9.6960,64.5076 , 3.8578,2.8450,18.2521 , 3.0902,0.4868,28385.4062 , 89.2318,61.0319,,,,134.3884 , 6.7280,1.9783,1316.9882 , 31.5863,2.4682,<LOD,0.9770,5.0491,,,,<LOD,9.5663,0.5468,5.9186 , 0.9919,0.2958,<LOD,1.3979,0.6486,24.9020 , 1.0306,1.6947,,,,45.4805 , 3.3245,6.3043,<LOD,0.5074,0.2784,4.5298 , 2.6037,4.1260,44.8495 , 0.9019,3.6923,,,,1.5733 , 1.1787,0.3270,3617.5142 , 22.3744,11.8184,<LOD,2.4105,0.6224,74.4256 , 5.9460,2.2240,<LOD,0.0000,0.2702,,,,57.3960 , 2.0290,0.8555,67.2394 , 1.6634,8.2262,347.4941 , 12.2557,21.1157,6441.5259 , 83.0241,6.8473,40.3524 , 10.0407,29.3956,7808.9355 , 93.7896,5.3302,1273.8833 , 83.0976,0.2301,<LOD,14.2795,1.6387,<LOD,7.4260,8.8278,6,439.000000,39.000721,-122.662964,10.000000,529184.312500,4316910.500000,
1527,Soils,91.72,31.62,30.03,30.07,,"Mon May 4, 2026 - 14:18:37",User,1.5,ppm,,,,,,Soils,<LOD,1.5289,0.8323,8.2769 , 1.0801,0.6075,<LOD,5.1427,0.3038,<LOD,0.0000,,,,<LOD,2.4615,1.6294,<LOD,47.6232,9.7685,58.7453 , 3.7113,2.7755,17.4246 , 3.1094,0.4800,28733.7949 , 90.7448,61.7407,,,,133.7910 , 6.7913,1.9629,1381.2762 , 32.5633,2.5633,<LOD,0.9976,5.1208,,,,<LOD,9.6093,0.5335,9.0845 , 1.0686,0.3350,<LOD,1.4194,0.6447,24.6967 , 1.0456,1.6898,,,,45.6430 , 3.3916,6.3358,<LOD,0.4950,0.2581,<LOD,3.9518,4.0035,44.5559 , 0.9109,3.6640,,,,3.0923 , 1.2078,0.3534,3718.1541 , 22.2164,12.2164,<LOD,2.4705,0.6378,68.6366 , 5.8236,2.2527,<LOD,0.0000,0.2848,,,,53.8830 , 2.0191,0.8249,69.3494 , 1.7037,8.3979,338.4903 , 12.4799,21.0608,6699.3481 , 82.2019,7.1281,43.0387 , 10.2426,29.6477,8209.5498 , 93.0421,5.5912,1282.6078 , 81.1592,0.2337,<LOD,14.1572,1.6968,<LOD,7.5683,8.8413,8,438.799988,39.000721,-122.662956,10.000000,529185.062500,4316910.500000,
1528,Soils,91.95,31.80,30.04,30.11,,"Mon May 4, 2026 - 14:22:30",User,1.5,ppm,,,,,,Soils,<LOD,1.7279,0.6678,<LOD,1.3567,0.2579,<LOD,4.3581,0.1578,<LOD,0.0000,,,,<LOD,2.6990,1.2178,72.2135 , 40.1052,12.4749,63.2200 , 4.4774,2.5232,14.0638 , 3.1691,0.3614,43179.7852 , 109.9315,77.6012,,,,6.1901 , 3.3669,0.2859,1008.0714 , 30.2436,1.7606,<LOD,1.1230,4.5009,,,,<LOD,9.6165,0.3021,4.5458 , 1.0590,0.2328,<LOD,1.5777,0.4988,25.3407 , 1.1461,1.4682,,,,<LOD,5.2766,3.8374,<LOD,0.5175,0.2137,<LOD,6.6960,3.0828,275.2261 , 2.1572,14.6028,,,,3.6001 , 1.3500,0.3208,4687.1982 , 27.4347,12.6926,2.2233 , 1.7279,0.5248,92.0454 , 7.3881,2.2846,<LOD,8.4052,0.1934,,,,56.0144 , 2.1184,0.6470,104.9530 , 2.3529,11.0409,329.4109 , 13.7382,15.7558,36568.8242 , 191.4989,32.5102,47.2484 , 11.2732,22.1222,5059.5332 , 86.3863,3.3190,334.6493 , 87.0224,0.1926,<LOD,36.1912,7.5825,<LOD,10.8951,6.7497,6,437.700012,39.000778,-122.662971,10.000000,529183.750000,4316917.000000,
1529,Soils,90.15,30.12,30.22,29.81,,"Mon May 4, 2026 - 14:25:33",User,1.5,ppm,,,,,,Soils,<LOD,1.7720,0.6668,<LOD,1.3971,0.2672,<LOD,4.2582,0.1423,<LOD,0.0000,,,,<LOD,2.7952,1.2478,<LOD,87.0312,12.4760,60.1978 , 4.4438,2.4838,14.6688 , 3.2761,0.3655,43710.2305 , 113.4143,78.3573,,,,6.3913 , 3.5060,0.2914,1061.7976 , 31.5141,1.8161,<LOD,1.1548,4.4849,,,,<LOD,9.9909,0.3125,3.8214 , 1.0611,0.2212,<LOD,1.6198,0.4994,24.6213 , 1.1819,1.4569,,,,<LOD,5.4060,3.8100,<LOD,0.4967,0.1847,<LOD,7.2001,3.0962,277.7661 , 2.2238,14.6678,,,,2.8001 , 1.3313,0.2928,4898.2373 , 27.8076,13.1906,4.7313 , 1.8365,0.5611,98.5788 , 7.5173,2.3743,<LOD,8.9208,0.2065,,,,53.1715 , 2.1464,0.6283,106.2746 , 2.4261,11.0996,311.1146 , 14.0687,15.5407,38439.1719 , 195.0464,34.2385,41.9866 , 11.5656,21.9698,5422.4058 , 88.4794,3.5355,436.4748 , 89.0595,0.2047,<LOD,37.0038,7.8667,<LOD,8.5464,6.6137,8,434.200012,39.000763,-122.663002,10.000000,529181.125000,4316915.500000,
1530,Soils,92.07,31.88,30.11,30.08,,"Mon May 4, 2026 - 14:28:27",User,1.5,ppm,,,,,,Soils,<LOD,1.6993,0.7863,70.3787 , 1.8841,1.7794,<LOD,4.7170,0.2044,<LOD,0.0000,,,,<LOD,2.7366,1.5127,66.8535 , 44.7981,19.1924,64.3313 , 5.2080,3.5826,18.9028 , 3.3455,0.4500,55692.7734 , 120.0401,120.7453,,,,32.2127 , 4.5751,0.6366,2585.5759 , 42.6116,4.4283,<LOD,1.1326,5.1255,,,,<LOD,11.1547,0.4498,12.3924 , 1.2566,0.3660,<LOD,1.5627,0.5990,35.0774 , 1.2515,2.0681,,,,117.9719 , 4.1551,7.8087,<LOD,0.5456,0.2631,<LOD,7.1487,4.2071,112.6260 , 1.4365,7.1730,,,,5.4608 , 1.4381,0.3945,5680.9985 , 33.3413,18.9653,<LOD,2.3797,0.4817,123.7677 , 8.9259,3.5345,<LOD,8.9951,0.2468,,,,35.6810 , 1.9180,0.5913,117.0167 , 2.3046,11.9670,524.6237 , 14.7462,23.2057,2160.0339 , 66.8863,2.8678,55.6546 , 11.9259,30.6326,5570.1650 , 98.0965,3.9772,4975.5229 , 159.7731,0.5995,<LOD,12.4471,0.9778,<LOD,8.7046,8.7511,7,434.000000,39.000755,-122.662994,10.000000,529181.875000,4316914.500000,
1531,Soils,94.37,34.18,30.14,30.05,,"Mon May 4, 2026 - 14:31:09",User,1.5,ppm,,,,,,Soils,<LOD,213.4474,0.7734,1409.9913 , 85.4242,0.5069,627.3884 , 186.3695,0.1007,<LOD,0.0000,,,,<LOD,352.9458,1.5460,3082.7869 , 977.4572,5.0753,2521.6982 , 213.1587,3.5453,2468.7537 , 189.9285,0.2421,571449.5625 , 2419.8796,31.1306,,,,1305.0425 , 232.8295,0.2360,35562.9102 , 957.4539,1.7468,7807.7974 , 89.9552,6.0926,,,,4075.7976 , 386.0082,0.2817,642.3369 , 64.5640,0.1247,<LOD,199.1832,0.6286,810.2286 , 57.6293,0.5332,,,,10584.0312 , 499.7161,7.7927,193.1938 , 20.5496,0.1157,713.5508 , 357.6613,4.1965,2869.8496 , 70.5604,1.8724,,,,172.8624 , 78.2681,0.1342,103219.4453 , 1146.4778,19.6105,299.4453 , 77.0686,0.1398,1595.1837 , 280.2560,3.6051,2088.5051 , 326.4116,0.1196,,,,909.8492 , 89.5216,0.2044,3426.7498 , 120.7933,3.2087,59575.9297 , 2291.7356,23.2969,40781.1367 , 1440.0193,2.9572,9903.1582 , 1744.3013,30.5192,91439.1250 , 1593.0190,4.1626,40463.6289 , 2052.3364,0.6606,<LOD,391.9016,0.9814,<LOD,1204.3559,8.8570,5,434.700012,39.000740,-122.662910,10.000000,529188.687500,4316912.500000,
1532,Soils,90.31,30.08,30.14,30.09,,"Mon May 4, 2026 - 14:33:44",User,1.5,ppm,,,,,,Soils,<LOD,1.6807,0.7587,71.2045 , 1.8624,1.8183,<LOD,4.7103,0.2150,<LOD,0.0000,,,,<LOD,2.7280,1.4812,<LOD,103.2996,19.4372,63.8572 , 5.3316,3.5712,18.2672 , 3.2573,0.4477,56220.6641 , 118.2598,122.7063,,,,27.0491 , 4.3012,0.5842,2636.2761 , 42.0822,4.5440,<LOD,1.1139,5.1868,,,,<LOD,10.7734,0.4296,13.8778 , 1.2551,0.3833,<LOD,1.5968,0.6228,35.3714 , 1.2478,2.1397,,,,117.5084 , 4.1743,7.8128,<LOD,0.5187,0.2453,<LOD,4.5920,4.1179,113.1831 , 1.4089,7.2367,,,,5.1297 , 1.4385,0.4077,5820.4546 , 35.1445,19.7593,1.9796 , 1.6224,0.5322,106.0541 , 9.2024,3.5633,<LOD,8.7877,0.2474,,,,35.4275 , 1.8714,0.5907,117.9978 , 2.2644,12.1118,534.2734 , 14.8361,23.3929,2267.3120 , 70.0918,3.0099,51.4867 , 11.9759,30.5710,5898.5176 , 103.1268,4.2230,6037.3350 , 175.9782,0.6998,<LOD,12.9954,1.0088,<LOD,8.7632,8.8499,6,435.500000,39.000725,-122.662895,10.000000,529189.937500,4316911.000000,
1533,Soils,92.83,32.64,30.08,30.11,,"Mon May 4, 2026 - 14:36:43",User,1.5,ppm,,,,,,Soils,<LOD,163.7472,0.5670,<LOD,58.5637,0.0872,374.6049 , 134.5729,0.0558,<LOD,0.0000,,,,<LOD,258.1665,1.0165,3527.2393 , 897.3462,3.0003,5014.6865 , 185.4179,2.5380,1572.6476 , 155.8414,0.1692,432818.3750 , 1974.9888,17.8240,,,,382.9280 , 153.6914,0.0957,15434.7393 , 809.4474,0.7284,6012.1758 , 68.6044,4.6417,,,,3553.2935 , 340.6874,0.2438,195.6450 , 42.6219,0.0582,<LOD,149.3254,0.4326,407.2171 , 42.7156,0.3007,,,,<LOD,773.2470,3.7027,137.1796 , 16.2329,0.0787,<LOD,544.6692,2.8188,5291.4917 , 90.3802,3.3447,,,,98.5587 , 61.4599,0.0900,73492.1172 , 861.6528,8.7152,259.3776 , 68.1744,0.1212,1023.4670 , 224.4282,1.5949,1582.2977 , 288.2645,0.0972,,,,709.9917 , 81.2144,0.1757,2076.7373 , 93.6619,2.3354,28971.1406 , 1591.4291,15.2312,361652.3438 , 2071.8396,21.1626,5717.6475 , 1214.4406,20.8555,45347.5352 , 878.8510,2.4368,2605.5540 , 847.6453,0.1694,1740.9777 , 636.8484,4.9856,<LOD,862.2607,6.0864,7,431.899994,39.000710,-122.662811,10.000000,529197.312500,4316909.500000,
1534,Soils,92.02,31.67,30.20,30.15,,"Mon May 4, 2026 - 14:39:13",User,1.5,ppm,,,,,,Soils,<LOD,1.9000,0.5483,<LOD,2.4578,0.2787,<LOD,4.7954,0.1345,<LOD,0.0000,,,,<LOD,2.9923,1.0018,<LOD,68.7377,11.1787,129.5978 , 4.8680,2.5185,10.8615 , 3.4761,0.3055,47165.6484 , 120.8750,70.7713,,,,6.8443 , 3.7294,0.2412,683.9409 , 29.1725,1.1812,<LOD,1.1724,3.4252,,,,22.6319 , 8.6194,0.4628,3.3070 , 1.1223,0.1838,<LOD,1.7749,0.4321,22.7841 , 1.1969,1.1098,,,,6.8118 , 4.0866,3.6690,<LOD,0.5742,0.1855,8.0775 , 3.3718,2.8619,310.6768 , 2.4733,13.5236,,,,3.0038 , 1.4483,0.2528,4013.2805 , 26.1705,9.1345,<LOD,3.7660,0.4308,83.7838 , 7.0567,1.6858,<LOD,9.8666,0.1864,,,,40.9148 , 2.1454,0.4672,98.5523 , 2.5328,8.9581,465.7956 , 16.0490,15.2801,31209.1328 , 182.9677,23.0756,77.9588 , 13.0459,20.7158,4817.0825 , 87.2456,2.6668,398.1208 , 91.3211,0.1672,<LOD,33.9654,5.3831,<LOD,9.5993,6.0505,7,432.200012,39.000782,-122.662903,10.000000,529189.375000,4316917.500000,
1535,Soils,91.82,31.73,30.01,30.08,,"Mon May 4, 2026 - 14:41:32",User,1.5,ppm,,,,,,Soils,<LOD,1.8976,0.5533,<LOD,1.6482,0.2608,<LOD,4.9229,0.1426,<LOD,0.0000,,,,<LOD,2.9708,0.9965,<LOD,66.9098,11.1828,129.9898 , 4.8237,2.5233,12.9795 , 3.5036,0.3119,47494.1914 , 120.6660,71.0340,,,,6.2383 , 3.7653,0.2445,691.1454 , 29.2587,1.1941,<LOD,1.1808,3.4892,,,,15.9324 , 8.4344,0.4381,3.4708 , 1.1218,0.1843,<LOD,1.7630,0.4306,22.2637 , 1.1879,1.0923,,,,8.5743 , 4.0710,3.6890,<LOD,0.5755,0.1857,7.5609 , 3.3490,2.8496,311.0573 , 2.4651,13.4789,,,,2.6149 , 1.4564,0.2526,4114.5308 , 26.2730,9.3640,<LOD,4.0985,0.4334,79.2285 , 7.0195,1.7004,<LOD,10.1570,0.1992,,,,42.9081 , 2.1665,0.4784,102.2999 , 2.5512,9.1275,470.5107 , 15.9621,15.2831,32135.6699 , 182.9222,23.7353,78.1639 , 12.9714,20.6941,4918.5444 , 87.1415,2.7319,630.3724 , 94.1846,0.1830,<LOD,33.9887,5.4979,<LOD,12.3577,6.1233,6,432.000000,39.000782,-122.662903,10.000000,529189.625000,4316917.500000,
1536,Soils,90.30,30.11,30.08,30.11,,"Mon May 4, 2026 - 14:44:16",User,1.5,ppm,,,,,,Soils,<LOD,1.6145,0.7966,54.3787 , 1.5971,1.5163,<LOD,4.9803,0.2709,<LOD,0.0000,,,,<LOD,2.6342,1.6257,<LOD,59.6560,17.5751,93.8176 , 4.9519,3.7268,29.2253 , 3.3292,0.5352,53167.2852 , 110.6199,117.8315,,,,112.4586 , 6.3128,1.6239,45.8828 , 16.5683,0.7442,<LOD,1.1038,5.7996,,,,<LOD,9.6050,0.3910,8.7490 , 1.1078,0.3411,<LOD,1.4319,0.5578,42.4414 , 1.2951,2.5983,,,,170.9808 , 4.0061,8.5533,<LOD,0.4959,0.2499,8.5958 , 2.7748,3.8665,74.0009 , 1.1234,5.2562,,,,5.4061 , 1.3499,0.4195,4675.3110 , 29.2087,16.0198,2.3358 , 1.7705,0.7081,146.2796 , 8.0972,3.2722,<LOD,0.0000,0.2258,,,,42.1232 , 1.8892,0.6978,146.4700 , 2.3072,14.5117,366.7466 , 13.0481,19.4529,2151.4500 , 64.3199,2.9106,36.7487 , 10.6777,27.0545,6336.8506 , 99.3960,4.5660,7087.4678 , 173.0275,0.7910,<LOD,18.9035,1.0210,<LOD,11.2020,8.1900,8,431.799988,39.000778,-122.662903,10.000000,529189.375000,4316917.000000,
1537,Soils,90.39,30.13,30.14,30.12,,"Mon May 4, 2026 - 14:46:51",User,1.5,ppm,,,,,,Soils,<LOD,1.6044,0.7751,54.3589 , 1.6101,1.5133,<LOD,5.0734,0.2768,<LOD,0.0000,,,,<LOD,2.6435,1.6157,<LOD,60.5871,17.8889,97.2289 , 4.9849,3.7300,24.1256 , 3.2656,0.5057,53670.8555 , 111.9182,119.0848,,,,109.5203 , 6.3021,1.5898,44.9938 , 16.7141,0.7463,<LOD,1.1088,5.7484,,,,<LOD,9.8571,0.4101,8.7581 , 1.1191,0.3419,<LOD,1.4950,0.6066,43.6285 , 1.3133,2.6435,,,,166.4484 , 4.0144,8.4586,<LOD,0.5007,0.2494,6.6997 , 2.7815,3.8270,73.2259 , 1.1278,5.2027,,,,7.3446 , 1.3725,0.4476,4815.0444 , 29.7565,16.5039,<LOD,3.7201,0.6841,143.3596 , 8.2063,3.3134,<LOD,0.0000,0.2179,,,,39.6533 , 1.8767,0.6767,147.3354 , 2.3335,14.5793,362.5891 , 13.1242,19.4267,2351.2756 , 67.0027,3.1366,38.6624 , 10.7487,27.1528,6631.1216 , 101.9958,4.7678,8165.9106 , 184.1030,0.8901,<LOD,12.7924,1.0487,<LOD,9.9672,8.1662,8,431.899994,39.000771,-122.662910,10.000000,529188.937500,4316916.000000,
